sample,gene,truth_1,truth_2,infer_1,infer_2
NA18507,TRAJ31,01,01,TRAJ31*01,TRAJ31*01
NA18507,TRAJ30,01,01,TRAJ30*01,TRAJ30*01
NA18507,TRAJ29,01,01,TRAJ29*01,TRAJ29*01
NA18507,TRAJ28,01,01,TRAJ28*01,TRAJ28*01
NA18507,TRAJ27,01,01,TRAJ27*01,TRAJ27*01
NA18507,TRAJ26,01,01,TRAJ26*01,TRAJ26*01
NA18507,TRAJ25,01,01,TRAJ25*01,TRAJ25*01
NA18507,TRAJ24,02,02,TRAJ24*02,TRAJ24*02
NA18507,TRAJ23,01,01,TRAJ23*01,TRAJ23*01
NA18507,TRAJ22,01,01,TRAJ22*01,TRAJ22*01
NA18507,TRAJ21,01,01,TRAJ21*01,TRAJ21*01
NA18507,TRAJ20,01,01,TRAJ20*01,TRAJ20*01
NA18507,TRAJ19,01,M_2,TRAJ19*01,TRAJ19*01
NA18507,TRAJ18,01,01,TRAJ18*01,TRAJ18*01
NA18507,TRAJ17,01,01,TRAJ17*01,TRAJ17*01
NA18507,TRAJ16,02,M_8,TRAJ16*02,TRAJ16*02
NA18507,TRAJ14,01,01,TRAJ14*01,TRAJ14*01
NA18507,TRAJ13,02,02,TRAJ13*02,TRAJ13*02
NA18507,TRAJ12,01,01,TRAJ12*01,TRAJ12*01
NA18507,TRAJ11,01,01,TRAJ11*01,TRAJ11*01
NA18507,TRAJ10,01,01,TRAJ10*01,TRAJ10*01
NA18507,TRAJ9,01,01,TRAJ9*01,TRAJ9*01
NA18507,TRAJ7,01,01,TRAJ7*01,TRAJ7*01
NA18507,TRAJ6,01,01,TRAJ6*01,TRAJ6*01
NA18507,TRAJ5,01,01,TRAJ5*01,TRAJ5*01
NA18507,TRAJ4,01,01,TRAJ4*01,TRAJ4*01
NA18507,TRAJ3,01,01,TRAJ3*01,TRAJ3*01
NA18507,TRAJ2,01,01,TRAJ2*01,TRAJ2*01
NA18507,TRAJ1,01,01,TRAJ1*01,TRAJ1*01
NA18507,TRBV2,01,01,TRBV2*01,TRBV2*01
NA18507,TRBV3-1,01,01,TRBV3-1*01,TRBV3-1*01
NA18507,TRBV4-1,01,01,TRBV4-1*01,TRBV4-1*01
NA18507,TRBV5-1,01,01,TRBV5-1*01,TRBV5-1*01
NA18507,TRBV6-1,01,01,TRBV6-1*01,TRBV6-1*01
NA18507,TRBV7-1,01,01,TRBV7-1*01,TRBV7-1*01
NA18507,TRBV4-2,01,01,TRBV4-2*01,TRBV4-2*01
NA18507,TRBV6-2,01,01,TRBV6-2*01,TRBV6-2*01
NA18507,TRBV7-2,02,02,TRBV7-2*02,TRBV7-2*02
NA18507,TRBV6-4,01,01,TRBV6-4*01,TRBV6-4*01
NA18507,TRBV7-3,01,01,TRBV7-3*01,TRBV7-3*01
NA18507,TRBV5-3,01,N_126,TRBV5-3*01,TRBV5-3*01
NA18507,TRBV9,01,02,TRBV9*02,TRBV9*01
NA18507,TRBV10-1,01,02,TRBV10-1*02,TRBV10-1*01
NA18507,TRBV11-1,01,01,TRBV11-1*01,TRBV11-1*01
NA18507,TRBV10-2,01,01,TRBV10-2*01,TRBV10-2*01
NA18507,TRBV11-2,01,01,TRBV11-2*01,TRBV11-2*01
NA18507,TRBV6-5,01,01,TRBV6-5*01,TRBV6-5*01
NA18507,TRBV7-4,01,N_129,TRBV7-4*01,TRBV7-4*01
NA18507,TRBV5-4,N_131,N_130,TRBV5-4*01,TRBV5-4*01
NA18507,TRBV6-6,01,N_132,TRBV6-6*01,TRBV6-6*03
NA18507,TRBV5-5,01,02,TRBV5-5*02,TRBV5-5*01
NA18507,TRBV6-7,01,N_134,TRBV6-7*01,TRBV6-7*01
NA18507,TRBV7-6,01,N_135,TRBV7-6*01,TRBV7-6*01
NA18507,TRBV5-6,01,01,TRBV5-6*01,TRBV5-6*01
NA18507,TRBV6-8,01,N_30,TRBV6-8*01,TRBV6-8*01
NA18507,TRBV7-7,01,01,TRBV7-7*01,TRBV7-7*01
NA18507,TRBV5-7,01,01,TRBV5-7*01,TRBV5-7*01
NA18507,TRBV7-9,N_137,N_137,TRBV7-9*03,TRBV7-9*03
NA18507,TRBV13,01,01,TRBV13*01,TRBV13*01
NA18507,TRBV10-3,01,01,TRBV10-3*01,TRBV10-3*01
NA18507,TRBV11-3,01,01,TRBV11-3*01,TRBV11-3*01
NA18507,TRBV12-3,01,N_138,TRBV12-3*01,TRBV12-3*01
NA18507,TRBV12-4,01,01,TRBV12-4*01,TRBV12-4*01
NA18507,TRBV12-5,01,01,TRBV12-5*01,TRBV12-5*01
NA18507,TRBV14,01,01,TRBV14*01,TRBV14*01
NA18507,TRBV15,02,02,TRBV15*02,TRBV15*02
NA18507,TRBV16,01,01,TRBV16*01,TRBV16*01
NA18507,TRBV17,01,02,TRBV17*02,TRBV17*01
NA18507,TRBV18,01,01,TRBV18*01,TRBV18*01
NA18507,TRBV19,01,01,TRBV19*01,TRBV19*01
NA18507,TRBV20-1,01,02,TRBV20-1*02,TRBV20-1*01
NA18507,TRBV23-1,01,01,TRBV23-1*01,TRBV23-1*01
NA18507,TRBV24-1,01,02,TRBV24-1*01,TRBV24-1*01
NA18507,TRBV25-1,01,01,TRBV25-1*01,TRBV25-1*01
NA18507,TRBV27,01,01,TRBV27*01,TRBV27*01
NA18507,TRBV28,01,01,TRBV28*01,TRBV28*01
NA18507,TRBV29-1,01,01,TRBV29-1*01,TRBV29-1*01
NA18507,TRBD1,01,01,TRBD1*01,TRBD1*01
NA18507,TRBJ1-1,01,01,TRBJ1-1*01,TRBJ1-1*01
NA18507,TRBJ1-2,01,01,TRBJ1-2*01,TRBJ1-2*01
NA18507,TRBJ1-3,01,01,TRBJ1-3*01,TRBJ1-3*01
NA18507,TRBJ1-4,01,01,TRBJ1-4*01,TRBJ1-4*01
NA18507,TRBJ1-5,01,01,TRBJ1-5*01,TRBJ1-5*01
NA18507,TRBJ1-6,01,02,TRBJ1-6*01,TRBJ1-6*02
NA18507,TRBJ2-1,01,01,TRBJ2-1*01,TRBJ2-1*01
NA18507,TRBJ2-2,01,01,TRBJ2-2*01,TRBJ2-2*01
NA18507,TRBV30,02,02,TRBV30*02,TRBV30*02
HG02059,TRAV1-1,01,01,TRAV1-1*01,TRAV1-1*01
HG02059,TRAV1-2,01,01,TRAV1-2*01,TRAV1-2*01
HG02059,TRAV2,01,01,TRAV2*01,TRAV2*01
HG02059,TRAV3,01,01,TRAV3*01,TRAV3*01
HG02059,TRAV4,01,01,TRAV4*01,TRAV4*01
HG02059,TRAV5,01,01,TRAV5*01,TRAV5*01
HG02059,TRAV6,02,02,TRAV6*02,TRAV6*02
HG02059,TRAV7,01,01,TRAV7*01,TRAV7*01
HG02059,TRAV8-1,01,01,TRAV8-1*01,TRAV8-1*01
HG02059,TRAV9-1,01,01,TRAV9-1*01,TRAV9-1*01
HG02059,TRAV10,01,01,TRAV10*01,TRAV10*01
HG02059,TRAV12-1,01,01,TRAV12-1*01,TRAV12-1*01
HG02059,TRAV8-2,01,N_165,TRAV8-2*03,TRAV8-2*01
HG02059,TRAV8-3,01,02,TRAV8-3*02,TRAV8-3*01
HG02059,TRAV13-1,02,02,TRAV13-1*02,TRAV13-1*02
HG02059,TRAV12-2,01,03,TRAV12-2*01,TRAV12-2*03
HG02059,TRAV8-4,01,N_167,TRAV8-4*01,TRAV8-4*01
HG02059,TRAV13-2,01,01,TRAV13-2*01,TRAV13-2*01
HG02059,TRAV9-2,01,N_168,TRAV9-2*03,TRAV9-2*01
HG02059,TRAV12-3,01,01,TRAV12-3*01,TRAV12-3*01
HG02059,TRAV8-6,02,02,TRAV8-6*02,TRAV8-6*02
HG02059,TRAV16,01,01,TRAV16*01,TRAV16*01
HG02059,TRAV17,01,01,TRAV17*01,TRAV17*01
HG02059,TRAV18,01,01,TRAV18*01,TRAV18*01
HG02059,TRAV19,01,01,TRAV19*01,TRAV19*01
HG02059,TRAV20,02,02,TRAV20*02,TRAV20*02
HG02059,TRAV21,02,02,TRAV21*02,TRAV21*02
HG02059,TRAV22,01,01,TRAV22*01,TRAV22*01
HG02059,TRAV24,01,01,TRAV24*01,TRAV24*01
HG02059,TRAV25,01,01,TRAV25*01,TRAV25*01
HG02059,TRAV26-1,01,01,TRAV26-1*01,TRAV26-1*01
HG02059,TRAV8-7,02,02,TRAV8-7*02,TRAV8-7*02
HG02059,TRAV27,01,N_108,TRAV27*01,TRAV27*01
HG02059,TRAV30,01,N_188,TRAV30*05,TRAV30*01
HG02059,TRAV26-2,01,N_189,TRAV26-2*01,TRAV26-2*01
HG02059,TRAV34,01,01,TRAV34*01,TRAV34*01
HG02059,TRAV38-1,01,01,TRAV38-1*01,TRAV38-1*01
HG02059,TRAV39,01,01,TRAV39*01,TRAV39*01
HG02059,TRAV40,01,01,TRAV40*01,TRAV40*01
HG02059,TRAV41,01,01,TRAV41*01,TRAV41*01
HG02059,TRDV2,03,03,TRDV2*03,TRDV2*03
HG02059,TRDD1,01,01,TRDD1*01,TRDD1*01
HG02059,TRDD2,01,01,TRDD2*01,TRDD2*01
HG02059,TRDD3,01,01,TRDD3*01,TRDD3*01
HG02059,TRDJ1,01,01,TRDJ1*01,TRDJ1*01
HG02059,TRDJ4,01,01,TRDJ4*01,TRDJ4*01
HG02059,TRDJ2,01,01,TRDJ2*01,TRDJ2*01
HG02059,TRDJ3,01,01,TRDJ3*01,TRDJ3*01
HG02059,TRDV3,01,01,TRDV3*01,TRDV3*01
HG02059,TRAJ61,01,01,TRAJ61*01,TRAJ61*01
HG02059,TRAJ59,01,01,TRAJ59*01,TRAJ59*01
HG02059,TRAJ58,01,01,TRAJ58*01,TRAJ58*01
HG02059,TRAJ57,01,01,TRAJ57*01,TRAJ57*01
HG02059,TRAJ56,01,01,TRAJ56*01,TRAJ56*01
HG02059,TRAJ54,01,01,TRAJ54*01,TRAJ54*01
HG02059,TRAJ53,01,01,TRAJ53*01,TRAJ53*01
HG02059,TRAJ52,01,01,TRAJ52*01,TRAJ52*01
HG02059,TRAJ50,01,01,TRAJ50*01,TRAJ50*01
HG02059,TRAJ49,01,01,TRAJ49*01,TRAJ49*01
HG02059,TRAJ48,01,01,TRAJ48*01,TRAJ48*01
HG02059,TRAJ47,02,02,TRAJ47*02,TRAJ47*02
HG02059,TRAJ46,01,01,TRAJ46*01,TRAJ46*01
HG02059,TRAJ45,01,01,TRAJ45*01,TRAJ45*01
HG02059,TRAJ44,01,01,TRAJ44*01,TRAJ44*01
HG02059,TRAJ43,01,01,TRAJ43*01,TRAJ43*01
HG02059,TRAJ42,01,01,TRAJ42*01,TRAJ42*01
HG02059,TRAJ41,01,01,TRAJ41*01,TRAJ41*01
HG02059,TRAJ40,01,01,TRAJ40*01,TRAJ40*01
HG02059,TRAJ39,01,01,TRAJ39*01,TRAJ39*01
HG02059,TRAJ38,01,01,TRAJ38*01,TRAJ38*01
HG02059,TRAJ37,02,02,TRAJ37*02,TRAJ37*02
HG02059,TRAJ36,01,01,TRAJ36*01,TRAJ36*01
HG02059,TRAJ35,01,01,TRAJ35*01,TRAJ35*01
HG02059,TRAJ34,01,01,TRAJ34*01,TRAJ34*01
HG02059,TRAJ33,01,01,TRAJ33*01,TRAJ33*01
HG02059,TRAJ32,02,02,TRAJ32*02,TRAJ32*02
HG02059,TRAJ31,01,M_9,TRAJ31*01,TRAJ31*01
HG02059,TRAJ30,01,01,TRAJ30*01,TRAJ30*01
HG02059,TRAJ29,01,01,TRAJ29*01,TRAJ29*01
HG02059,TRAJ28,01,01,TRAJ28*01,TRAJ28*01
HG02059,TRAJ27,01,01,TRAJ27*01,TRAJ27*01
HG02059,TRAJ26,01,01,TRAJ26*01,TRAJ26*01
HG02059,TRAJ25,01,01,TRAJ25*01,TRAJ25*01
HG02059,TRAJ24,02,03,TRAJ24*02,TRAJ24*03
HG02059,TRAJ23,01,01,TRAJ23*01,TRAJ23*01
HG02059,TRAJ22,01,01,TRAJ22*01,TRAJ22*01
HG02059,TRAJ21,01,01,TRAJ21*01,TRAJ21*01
HG02059,TRAJ20,01,01,TRAJ20*01,TRAJ20*01
HG02059,TRAJ19,01,01,TRAJ19*01,TRAJ19*01
HG02059,TRAJ18,01,01,TRAJ18*01,TRAJ18*01
HG02059,TRAJ17,01,01,TRAJ17*01,TRAJ17*01
HG02059,TRAJ16,02,02,TRAJ16*02,TRAJ16*02
HG02059,TRAJ14,01,01,TRAJ14*01,TRAJ14*01
HG02059,TRAJ13,02,02,TRAJ13*02,TRAJ13*02
HG02059,TRAJ12,01,01,TRAJ12*01,TRAJ12*01
HG02059,TRAJ11,01,01,TRAJ11*01,TRAJ11*01
HG02059,TRAJ10,01,01,TRAJ10*01,TRAJ10*01
HG02059,TRAJ9,01,01,TRAJ9*01,TRAJ9*01
HG02059,TRAJ7,01,01,TRAJ7*01,TRAJ7*01
HG02059,TRAJ6,01,01,TRAJ6*01,TRAJ6*01
HG02059,TRAJ5,01,M_10,TRAJ5*01,TRAJ5*01
HG02059,TRAJ4,01,01,TRAJ4*01,TRAJ4*01
HG02059,TRAJ3,01,01,TRAJ3*01,TRAJ3*01
HG02059,TRAJ2,01,01,TRAJ2*01,TRAJ2*01
HG02059,TRAJ1,01,01,TRAJ1*01,TRAJ1*01
HG02059,TRBV2,01,01,TRBV2*01,TRBV2*01
HG02059,TRBV3-1,01,01,TRBV3-1*01,TRBV3-1*01
HG02059,TRBV4-1,01,01,TRBV4-1*01,TRBV4-1*01
HG02059,TRBV5-1,01,01,TRBV5-1*01,TRBV5-1*01
HG02059,TRBV6-1,01,01,TRBV6-1*01,TRBV6-1*01
HG02059,TRBV7-1,01,01,TRBV7-1*01,TRBV7-1*01
HG02059,TRBV4-2,01,01,TRBV4-2*01,TRBV4-2*01
HG02059,TRBV6-2,01,01,TRBV6-2*01,TRBV6-2*01
HG02059,TRBV7-2,02,02,TRBV7-2*02,TRBV7-2*02
HG02059,TRBV6-4,01,01,TRBV6-4*01,TRBV6-4*01
HG02059,TRBV7-3,01,01,TRBV7-3*01,TRBV7-3*01
HG02059,TRBV5-3,01,01,TRBV5-3*01,TRBV5-3*01
HG02059,TRBV9,01,01,TRBV9*01,TRBV9*01
HG02059,TRBV10-1,01,01,TRBV10-1*01,TRBV10-1*01
HG02059,TRBV11-1,01,01,TRBV11-1*01,TRBV11-1*01
HG02059,TRBV10-2,01,01,TRBV10-2*01,TRBV10-2*01
HG02059,TRBV11-2,01,03,TRBV11-2*03,TRBV11-2*01
HG02059,TRBV6-5,01,01,TRBV6-5*01,TRBV6-5*01
HG02059,TRBV7-4,01,01,TRBV7-4*01,TRBV7-4*01
HG02059,TRBV5-4,01,01,TRBV5-4*01,TRBV5-4*01
HG02059,TRBV6-6,01,02,TRBV6-6*02,TRBV6-6*01
HG02059,TRBV5-5,01,02,TRBV5-5*01,TRBV5-5*02
HG02059,TRBV6-7,01,01,TRBV6-7*01,TRBV6-7*01
HG02059,TRBV7-6,01,01,TRBV7-6*01,TRBV7-6*01
HG02059,TRBV5-6,01,01,TRBV5-6*01,TRBV5-6*01
HG02059,TRBV6-8,01,01,TRBV6-8*01,TRBV6-8*01
HG02059,TRBV7-7,01,01,TRBV7-7*01,TRBV7-7*01
HG02059,TRBV5-7,01,01,TRBV5-7*01,TRBV5-7*01
HG02059,TRBV7-9,03,N_181,TRBV7-9*03,TRBV7-9*01
HG02059,TRBV13,01,01,TRBV13*01,TRBV13*01
HG02059,TRBV10-3,01,03,TRBV10-3*03,TRBV10-3*01
HG02059,TRBV11-3,01,04,TRBV11-3*04,TRBV11-3*01
HG02059,TRBV12-3,01,01,TRBV12-3*01,TRBV12-3*01
HG02059,TRBV12-4,01,N_159,TRBV12-4*01,TRBV12-4*01
HG02059,TRBV12-5,01,N_183,TRBV12-5*01,TRBV12-5*01
HG02059,TRBV14,01,02,TRBV14*02,TRBV14*01
HG02059,TRBV15,02,02,TRBV15*02,TRBV15*02
HG02059,TRBV16,01,01,TRBV16*01,TRBV16*01
HG02059,TRBV17,01,02,TRBV17*01,TRBV17*01
HG02059,TRBV18,01,01,TRBV18*01,TRBV18*01
HG02059,TRBV19,01,N_162,TRBV19*01,TRBV19*01
HG02059,TRBV20-1,02,05,TRBV20-1*02,TRBV20-1*02
HG02059,TRBV23-1,01,01,TRBV23-1*01,TRBV23-1*01
HG02059,TRBV24-1,01,01,TRBV24-1*01,TRBV24-1*01
HG02059,TRBV25-1,01,01,TRBV25-1*01,TRBV25-1*01
HG02059,TRBV27,01,01,TRBV27*01,TRBV27*01
HG02059,TRBV28,01,01,TRBV28*01,TRBV28*01
HG02059,TRBV29-1,01,01,TRBV29-1*01,TRBV29-1*01
HG02059,TRBD1,01,01,TRBD1*01,TRBD1*01
HG02059,TRBJ1-1,01,01,TRBJ1-1*01,TRBJ1-1*01
HG02059,TRBJ1-2,01,01,TRBJ1-2*01,TRBJ1-2*01
HG02059,TRBJ1-3,01,01,TRBJ1-3*01,TRBJ1-3*01
HG02059,TRBJ1-4,01,01,TRBJ1-4*01,TRBJ1-4*01
HG02059,TRBJ1-5,01,01,TRBJ1-5*01,TRBJ1-5*01
HG02059,TRBJ1-6,02,02,TRBJ1-6*02,TRBJ1-6*02
HG02059,TRBJ2-1,01,01,TRBJ2-1*01,TRBJ2-1*01
HG02059,TRBJ2-2,01,01,TRBJ2-2*01,TRBJ2-2*01
HG02059,TRBV30,01,N_186,TRBV30*03,TRBV30*01
HG02060,TRAV1-1,01,01,TRAV1-1*01,TRAV1-1*01
HG02060,TRAV1-2,01,01,TRAV1-2*01,TRAV1-2*01
HG02060,TRAV2,01,01,TRAV2*01,TRAV2*01
HG02060,TRAV3,01,01,TRAV3*01,TRAV3*01
HG02060,TRAV4,01,01,TRAV4*01,TRAV4*01
HG02060,TRAV5,01,01,TRAV5*01,TRAV5*01
HG02060,TRAV6,02,02,TRAV6*02,TRAV6*02
HG02060,TRAV7,01,01,TRAV7*01,TRAV7*01
HG02060,TRAV8-1,01,01,TRAV8-1*01,TRAV8-1*01
HG02060,TRAV9-1,01,01,TRAV9-1*01,TRAV9-1*01
HG02060,TRAV10,01,01,TRAV10*01,TRAV10*01
HG02060,TRAV12-1,01,01,TRAV12-1*01,TRAV12-1*01
HG02060,TRAV8-2,01,N_165,TRAV8-2*01,TRAV8-2*03
HG02060,TRAV8-3,01,02,TRAV8-3*01,TRAV8-3*02
HG02060,TRAV13-1,02,02,TRAV13-1*02,TRAV13-1*02
HG02060,TRAV12-2,03,03,TRAV12-2*03,TRAV12-2*03
HG02060,TRAV8-4,N_167,N_167,TRAV8-4*01,TRAV8-4*01
HG02060,TRAV13-2,01,01,TRAV13-2*01,TRAV13-2*01
HG02060,TRAV9-2,01,N_168,TRAV9-2*01,TRAV9-2*03
HG02060,TRAV12-3,01,01,TRAV12-3*01,TRAV12-3*01
HG02060,TRAV8-6,02,02,TRAV8-6*02,TRAV8-6*02
HG02060,TRAV16,01,01,TRAV16*01,TRAV16*01
HG02060,TRAV17,01,01,TRAV17*01,TRAV17*01
HG02060,TRAV18,01,01,TRAV18*01,TRAV18*01
HG02060,TRAV19,01,01,TRAV19*01,TRAV19*01
HG02060,TRAV20,02,02,TRAV20*02,TRAV20*02
HG02060,TRAV21,01,02,TRAV21*01,TRAV21*02
HG02060,TRAV22,01,01,TRAV22*01,TRAV22*01
HG02060,TRAV24,01,01,TRAV24*01,TRAV24*01
HG02060,TRAV25,01,01,TRAV25*01,TRAV25*01
HG02060,TRAV26-1,01,02,TRAV26-1*02,TRAV26-1*01
HG02060,TRAV8-7,02,02,TRAV8-7*02,TRAV8-7*02
HG02060,TRAV27,01,01,TRAV27*01,TRAV27*01
HG02060,TRAV30,01,01,TRAV30*01,TRAV30*01
HG02060,TRAV26-2,01,01,TRAV26-2*01,TRAV26-2*01
HG02060,TRAV34,01,01,TRAV34*01,TRAV34*01
HG02060,TRAV38-1,01,01,TRAV38-1*01,TRAV38-1*01
HG02060,TRAV39,01,01,TRAV39*01,TRAV39*01
HG02060,TRAV40,01,01,TRAV40*01,TRAV40*01
HG02060,TRAV41,01,01,TRAV41*01,TRAV41*01
HG02060,TRDV2,01,03,TRDV2*01,TRDV2*03
HG02060,TRDD1,01,01,TRDD1*01,TRDD1*01
HG02060,TRDD2,01,01,TRDD2*01,TRDD2*01
HG02060,TRDD3,01,01,TRDD3*01,TRDD3*01
HG02060,TRDJ1,01,01,TRDJ1*01,TRDJ1*01
HG02060,TRDJ4,01,01,TRDJ4*01,TRDJ4*01
HG02060,TRDJ2,01,01,TRDJ2*01,TRDJ2*01
HG02060,TRDJ3,01,01,TRDJ3*01,TRDJ3*01
HG02060,TRDV3,01,01,TRDV3*01,TRDV3*01
HG02060,TRAJ61,01,01,TRAJ61*01,TRAJ61*01
HG02060,TRAJ59,01,01,TRAJ59*01,TRAJ59*01
HG02060,TRAJ58,01,01,TRAJ58*01,TRAJ58*01
HG02060,TRAJ57,01,01,TRAJ57*01,TRAJ57*01
HG02060,TRAJ56,01,01,TRAJ56*01,TRAJ56*01
HG02060,TRAJ54,01,01,TRAJ54*01,TRAJ54*01
HG02060,TRAJ53,01,01,TRAJ53*01,TRAJ53*01
HG02060,TRAJ52,01,01,TRAJ52*01,TRAJ52*01
HG02060,TRAJ50,01,01,TRAJ50*01,TRAJ50*01
HG02060,TRAJ49,01,01,TRAJ49*01,TRAJ49*01
HG02060,TRAJ48,01,01,TRAJ48*01,TRAJ48*01
HG02060,TRAJ47,02,02,TRAJ47*02,TRAJ47*02
HG02060,TRAJ46,01,01,TRAJ46*01,TRAJ46*01
HG02060,TRAJ45,01,01,TRAJ45*01,TRAJ45*01
HG02060,TRAJ44,01,01,TRAJ44*01,TRAJ44*01
HG02060,TRAJ43,01,01,TRAJ43*01,TRAJ43*01
HG02060,TRAJ42,01,01,TRAJ42*01,TRAJ42*01
HG02060,TRAJ41,01,01,TRAJ41*01,TRAJ41*01
HG02060,TRAJ40,01,01,TRAJ40*01,TRAJ40*01
HG02060,TRAJ39,01,01,TRAJ39*01,TRAJ39*01
HG02060,TRAJ38,01,01,TRAJ38*01,TRAJ38*01
HG02060,TRAJ37,02,02,TRAJ37*02,TRAJ37*02
HG02060,TRAJ36,01,01,TRAJ36*01,TRAJ36*01
HG02060,TRAJ35,01,01,TRAJ35*01,TRAJ35*01
HG02060,TRAJ34,01,01,TRAJ34*01,TRAJ34*01
HG02060,TRAJ33,01,01,TRAJ33*01,TRAJ33*01
HG02060,TRAJ32,02,02,TRAJ32*02,TRAJ32*02
HG02060,TRAJ31,01,01,TRAJ31*01,TRAJ31*01
HG02060,TRAJ30,01,01,TRAJ30*01,TRAJ30*01
HG02060,TRAJ29,01,01,TRAJ29*01,TRAJ29*01
HG02060,TRAJ28,01,01,TRAJ28*01,TRAJ28*01
HG02060,TRAJ27,01,01,TRAJ27*01,TRAJ27*01
HG02060,TRAJ26,01,M_11,TRAJ26*01,TRAJ26*01
HG02060,TRAJ25,01,01,TRAJ25*01,TRAJ25*01
HG02060,TRAJ24,03,M_12,TRAJ24*02,TRAJ24*03
HG02060,TRAJ23,01,01,TRAJ23*01,TRAJ23*01
HG02060,TRAJ22,01,01,TRAJ22*01,TRAJ22*01
HG02060,TRAJ21,01,01,TRAJ21*01,TRAJ21*01
HG02060,TRAJ20,01,01,TRAJ20*01,TRAJ20*01
HG02060,TRAJ19,01,01,TRAJ19*01,TRAJ19*01
HG02060,TRAJ18,01,01,TRAJ18*01,TRAJ18*01
HG02060,TRAJ17,01,01,TRAJ17*01,TRAJ17*01
HG02060,TRAJ16,02,02,TRAJ16*02,TRAJ16*02
HG02060,TRAJ14,01,01,TRAJ14*01,TRAJ14*01
HG02060,TRAJ13,02,02,TRAJ13*02,TRAJ13*02
HG02060,TRAJ12,01,01,TRAJ12*01,TRAJ12*01
HG02060,TRAJ11,01,01,TRAJ11*01,TRAJ11*01
HG02060,TRAJ10,01,01,TRAJ10*01,TRAJ10*01
HG02060,TRAJ9,01,01,TRAJ9*01,TRAJ9*01
HG02060,TRAJ7,01,01,TRAJ7*01,TRAJ7*01
HG02060,TRAJ6,01,01,TRAJ6*01,TRAJ6*01
HG02060,TRAJ5,01,01,TRAJ5*01,TRAJ5*01
HG02060,TRAJ4,01,01,TRAJ4*01,TRAJ4*01
HG02060,TRAJ3,01,M_5,TRAJ3*01,TRAJ3*01
HG02060,TRAJ2,01,01,TRAJ2*01,TRAJ2*01
HG02060,TRAJ1,01,01,TRAJ1*01,TRAJ1*01
HG02060,TRBV2,01,01,TRBV2*01,TRBV2*01
HG02060,TRBV3-1,01,01,TRBV3-1*01,TRBV3-1*01
HG02060,TRBV4-1,01,01,TRBV4-1*01,TRBV4-1*01
HG02060,TRBV5-1,01,01,TRBV5-1*01,TRBV5-1*01
HG02060,TRBV6-1,01,01,TRBV6-1*01,TRBV6-1*01
HG02060,TRBV7-1,01,01,TRBV7-1*01,TRBV7-1*01
HG02060,TRBV4-2,01,01,TRBV4-2*01,TRBV4-2*01
HG02060,TRBV6-2,01,01,TRBV6-2*01,TRBV6-2*01
HG02060,TRBV7-2,02,02,TRBV7-2*02,TRBV7-2*02
HG02060,TRBV6-4,01,01,TRBV6-4*01,TRBV6-4*01
HG02060,TRBV7-3,01,01,TRBV7-3*01,TRBV7-3*01
HG02060,TRBV5-3,01,01,TRBV5-3*01,TRBV5-3*01
HG02060,TRBV9,01,01,TRBV9*01,TRBV9*01
HG02060,TRBV10-1,01,01,TRBV10-1*01,TRBV10-1*01
HG02060,TRBV11-1,01,01,TRBV11-1*01,TRBV11-1*01
HG02060,TRBV10-2,01,01,TRBV10-2*01,TRBV10-2*01
HG02060,TRBV11-2,01,01,TRBV11-2*01,TRBV11-2*01
HG02060,TRBV6-5,01,01,TRBV6-5*01,TRBV6-5*01
HG02060,TRBV7-4,01,01,TRBV7-4*01,TRBV7-4*01
HG02060,TRBV5-4,01,01,TRBV5-4*01,TRBV5-4*01
HG02060,TRBV6-6,01,01,TRBV6-6*01,TRBV6-6*01
HG02060,TRBV5-5,02,02,TRBV5-5*02,TRBV5-5*02
HG02060,TRBV6-7,01,01,TRBV6-7*01,TRBV6-7*01
HG02060,TRBV7-6,01,01,TRBV7-6*01,TRBV7-6*01
HG02060,TRBV5-6,01,01,TRBV5-6*01,TRBV5-6*01
HG02060,TRBV6-8,01,01,TRBV6-8*01,TRBV6-8*01
HG02060,TRBV7-7,01,01,TRBV7-7*01,TRBV7-7*01
HG02060,TRBV5-7,01,01,TRBV5-7*01,TRBV5-7*01
HG02060,TRBV7-9,03,03,TRBV7-9*03,TRBV7-9*03
HG02060,TRBV13,01,01,TRBV13*01,TRBV13*01
HG02060,TRBV10-3,02,03,TRBV10-3*02,TRBV10-3*03
HG02060,TRBV11-3,01,04,TRBV11-3*01,TRBV11-3*04
HG02060,TRBV12-3,01,01,TRBV12-3*01,TRBV12-3*01
HG02060,TRBV12-4,01,N_159,TRBV12-4*01,TRBV12-4*01
HG02060,TRBV12-5,01,N_160,TRBV12-5*01,TRBV12-5*01
HG02060,TRBV14,01,02,TRBV14*01,TRBV14*02
HG02060,TRBV15,02,02,TRBV15*02,TRBV15*02
HG02060,TRBV16,01,01,TRBV16*01,TRBV16*01
HG02060,TRBV17,01,01,TRBV17*01,TRBV17*01
HG02060,TRBV18,01,01,TRBV18*01,TRBV18*01
HG02060,TRBV19,01,N_162,TRBV19*01,TRBV19*01
HG02060,TRBV20-1,01,05,TRBV20-1*02,TRBV20-1*02
HG02060,TRBV23-1,01,01,TRBV23-1*01,TRBV23-1*01
HG02060,TRBV24-1,01,01,TRBV24-1*01,TRBV24-1*01
HG02060,TRBV25-1,01,01,TRBV25-1*01,TRBV25-1*01
HG02060,TRBV27,01,01,TRBV27*01,TRBV27*01
