,HG02445,NA19238,HG02678,HG03039,HG03159,NA19024,HG02611,HG02836,HG01890,NA19921,HG02003,HG01455,NA19675,HG01085,HG01048,HG02275,HG01577,HG01950,HG00739,HG01241,HG00634,NA18983,HG02390,HG02382,HG02184,NA18941,HG00436,HG02156,HG02017,NA18566,HG00125,HG00368,NA20801,HG01678,HG00117,HG00271,NA20753,HG02224,HG00254,NA10850,HG02684,NA20899,HG03931,HG03598,NA21102,HG03742,NA20883,HG04149,HG03900,NA21101
HG00125,0.1253314705092061,0.11089482629951679,0.06645188108699407,0.09576606914768926,0.08138393576130365,0.09551433138539997,0.08019021137271057,0.07355149556603183,0.1366166443007586,0.077043331963253,0.09024943213117743,0.07267728324586714,0.07376706582208621,0.07643955128073425,0.06859976311912455,0.10692341885667518,0.07879603416416336,0.049450606669686065,0.05931243545834212,0.11373758173972225,0.1024144154892269,0.04556404832760144,0.1355465326004321,0.08650458080356208,0.11227331606396954,0.09622051496432557,0.08786361590556127,0.12950121621050514,0.09561527074688436,0.0902009562033574,0.0,0.08590878884025778,0.10582660346056656,0.06569467253895098,0.05373504443098563,0.09633535176662823,0.05967170602555284,0.0800915257689601,0.11553065610477592,0.0842972419477648,0.08113579666213921,0.08413049387707171,0.11792161591497971,0.11255046645838479,0.09649939118978938,0.08686852134116246,0.10362042511011041,0.12323529324020778,0.09911692590067551,0.05669453236424126
HG00368,0.12657340755466764,0.11934025934277166,0.13067860383398652,0.1221029176555581,0.1325022641315989,0.07715957490810846,0.1250391238772889,0.12678686840520986,0.12156999012914331,0.12152748660282578,0.0625977236007828,0.05049485122267418,0.07916001200100971,0.09839625246928868,0.05456070014213528,0.07442514695988178,0.12762260771509099,0.0648500385504897,0.12805445130880846,0.11445752487276667,0.09691567210725002,0.07594083223141554,0.13955997814559876,0.11355124393858483,0.11549012944836455,0.09008447424501072,0.07771643970229207,0.13370260842631304,0.09021721010982327,0.12002152931870182,0.08590878884025778,0.0,0.07214513150587502,0.12163443180284109,0.07737405896035182,0.11411131626617932,0.08250793901195205,0.12459903691441598,0.12972862058929016,0.0784581735703808,0.0706178447702845,0.03727395203087539,0.11644984972081329,0.11489050221841665,0.1237507878762798,0.07575501633555365,0.08865291873367734,0.1376680700089894,0.055295117325130975,0.06953513500382379
NA20801,0.07531057362681551,0.0773965761516619,0.12568757894080068,0.08882530607884219,0.09804076958082285,0.0817240019822818,0.09545907500075622,0.12892833280547764,0.09605844575049087,0.11631304741945332,0.10659199078730071,0.10327706667019546,0.0867160884726704,0.09689825849828262,0.10125322217095119,0.05005374611355278,0.10970744049516423,0.10970589090837374,0.12832330263829714,0.10577305895170092,0.09738209537692234,0.10582105178082478,0.08936607298074588,0.08602784432961226,0.06996116780043055,0.08692942539784788,0.07382821276449811,0.08800319596469211,0.08119495058191735,0.08851158116314496,0.10582660346056656,0.07214513150587502,0.0,0.1187981165675618,0.09372314281968995,0.09731479846354303,0.08315217976697904,0.07606377258590322,0.07994701370282695,0.06593400109200108,0.08946754998322018,0.07864734579119628,0.07647187391453147,0.06608730967439967,0.08378799138301384,0.07575163364575051,0.07440964319226373,0.0743646253268313,0.07457011800983018,0.08855447475989002
HG01678,0.12314771617857961,0.10708056546357979,0.05419098172205409,0.1042772626222994,0.07127629339408721,0.11830820977430095,0.0697678471790552,0.06432779337113936,0.11968834529727614,0.038605148620358916,0.12313345402448517,0.11337622105185902,0.06149339395414762,0.06145789208881149,0.10691140023402555,0.1258635570767011,0.08100905813549496,0.08793541664198788,0.04286615798039288,0.1268094436546427,0.11698496698294188,0.07687158122479333,0.1306985367171339,0.07821854000171571,0.11633167023644077,0.11915164707212401,0.11048906054447201,0.12160859344635148,0.12754877498431727,0.07038458638082631,0.06569467253895098,0.12163443180284109,0.1187981165675618,0.0,0.058131660908664916,0.09583273188217062,0.0608918508505038,0.08444743927437942,0.11331343697902733,0.11036018303718059,0.1212863862929389,0.10444624215355955,0.11663741895292436,0.11030491829469799,0.08065965534268045,0.11129853997245427,0.11399980263140809,0.12017253221930542,0.10960426542794764,0.07554897418231435
HG00117,0.12123837057631547,0.10470888214473498,0.0694269580206421,0.10113095470725074,0.07984128004985891,0.09205433178292047,0.07206392995112047,0.0785903301939876,0.11190041331469693,0.06485832637372013,0.09320289695068498,0.08788563591395354,0.0669806875151338,0.07389052713305003,0.07749846772678799,0.10385151659942189,0.08343801591600798,0.057621805768302684,0.05718918166926328,0.11138377350404322,0.09135890761168283,0.049166807909401644,0.1328850254919643,0.07556828038271085,0.11371673139868206,0.08831981657589648,0.08700910871857039,0.12204478686121747,0.09380475734204528,0.0726246342503699,0.05373504443098563,0.07737405896035182,0.09372314281968995,0.058131660908664916,0.0,0.10068154001603272,0.052262677887762315,0.08931413661901458,0.11101211645581756,0.07850600295518809,0.0857074238324779,0.07320454220880013,0.11049001086071085,0.11109809854358445,0.08650882902918061,0.08685872149646229,0.1035421894688344,0.12785610075393353,0.0873958236988473,0.062138796254835836
HG00271,0.06933767013680227,0.06770040620262185,0.09911975080678925,0.08173611502879251,0.07927613133850567,0.06698697634615254,0.07612337026170084,0.10107241216078698,0.08638363560304695,0.09733285673399297,0.11254633490256358,0.10845312351426306,0.08281491411575574,0.08872017808818916,0.1073009785603095,0.09213833349914681,0.06772123005380218,0.09459951109810241,0.09857418526165965,0.07548910517419052,0.08933701640417593,0.08532944978142072,0.09396357006840471,0.0739313702023708,0.08398425447665771,0.08513778538345944,0.08032547852331787,0.09017384598651652,0.07952804536765631,0.06914985538668898,0.09633535176662823,0.11411131626617932,0.09731479846354303,0.09583273188217062,0.10068154001603272,0.0,0.09995887904533544,0.07128085296908279,0.07520684809244435,0.08278648742397518,0.06607889224253083,0.10938480241788619,0.08570828431371147,0.0794428096179887,0.0862529274865497,0.0820915799579957,0.0923971996328893,0.08355534094239576,0.11223159091806549,0.08499052888410567
NA20753,0.12107929220143303,0.10371694654201886,0.06358598509105604,0.08987089350841015,0.06605751282026898,0.10690126285502899,0.07157668964125122,0.07497072762085212,0.11950630736492529,0.06473073072351339,0.09889906470740761,0.09989295520706151,0.056296580713219156,0.0720512664704792,0.08934994404027348,0.10322425829232196,0.07912900858724316,0.07691791078806028,0.06112509713693713,0.11194987717724392,0.10019122965609316,0.05337447892017308,0.1255619568181382,0.07069078794298447,0.11076201966378187,0.0971591091972338,0.09079142305306157,0.12416246413469734,0.1069915884544201,0.07412275291703621,0.05967170602555284,0.08250793901195205,0.08315217976697904,0.0608918508505038,0.052262677887762315,0.09995887904533544,0.0,0.09157900960372961,0.10826400602231565,0.09436450603908231,0.10196146330844807,0.07328088086260973,0.11127185178651428,0.1163341201024016,0.08046200966916002,0.08832761459475741,0.0785087256297031,0.11243226849975056,0.0689112472677719,0.048270643252395135
HG02224,0.08291292118843721,0.0680442870489507,0.09380892814652558,0.07168511002990789,0.0752414613095732,0.07924785486055759,0.06778314687295066,0.09270964081475022,0.10418843505879144,0.08716121557206508,0.13087184571174965,0.11621726420803409,0.10398635727825069,0.07381922175151943,0.11143162701854444,0.08361533950179238,0.08053222957301008,0.10339395533588992,0.0901481558324961,0.09640364360334104,0.11864412121972163,0.0852696018520082,0.10259733183665158,0.07827282414733737,0.07526539709587667,0.10057252358373037,0.09286729779637179,0.08679801265006014,0.09784367634139673,0.08630260714485977,0.0800915257689601,0.12459903691441598,0.07606377258590322,0.08444743927437942,0.08931413661901458,0.07128085296908279,0.09157900960372961,0.0,0.07508010721888987,0.05431026606452964,0.09496379573290023,0.12877913262636925,0.07444748148863063,0.06613040148071081,0.08832219426622055,0.09271952329471933,0.10521066961102377,0.06972060312418418,0.11866006067755065,0.08808678958845079
HG00254,0.054563243122087234,0.05050284645443265,0.11506336297883875,0.07512842338289817,0.06683747077799998,0.09482485170038497,0.07161256872923914,0.11483161585556478,0.08748521303626117,0.10868951191352365,0.12293227810465403,0.1245146176157643,0.11285431981098464,0.11460364304855236,0.12274990835027128,0.0865692930547547,0.07165598369989767,0.12552438010203437,0.11996482817892919,0.07709074198631118,0.10121378364629989,0.1119,0.07384925524336722,0.08256966755413273,0.05463366636058759,0.08665232253090509,0.08157000061297046,0.06856137761159704,0.08974332844284304,0.06747284639023315,0.11553065610477592,0.12972862058929016,0.07994701370282695,0.11331343697902733,0.11101211645581756,0.07520684809244435,0.10826400602231565,0.07508010721888987,0.0,0.07711261245736654,0.1053048788043555,0.12146312197535514,0.05044960356633142,0.059934026228846,0.08253741575794579,0.08557674917873428,0.08324339313122694,0.06600804875164847,0.12229882460596259,0.11227389500680912
NA10850,0.07918940901408471,0.07495163440512821,0.1159363079453542,0.08885513491070735,0.09236948901017046,0.06487977342747121,0.08340089927572723,0.12326528302810974,0.09052640498771616,0.11739914820815354,0.08298157928118746,0.06691533830146867,0.10542736836324808,0.10391188574941752,0.0705698767180445,0.052589946757911815,0.08979557338755625,0.07599348656299433,0.11241680256972264,0.08388831861469152,0.09612338425170017,0.07248629180748592,0.09751355034045268,0.10004124149569517,0.07482850392731369,0.060762694146984625,0.07236166111968409,0.09044532879038032,0.05861657188884386,0.10042675191401941,0.0842972419477648,0.0784581735703808,0.06593400109200108,0.11036018303718059,0.07850600295518809,0.08278648742397518,0.09436450603908231,0.05431026606452964,0.07711261245736654,0.0,0.05207189741117564,0.07932190744050473,0.06199207610654768,0.07934486435806669,0.09519816174695812,0.05830947607379096,0.07352050734318963,0.07033939152423768,0.09117322797839288,0.09689518821902354
HG02684,0.08892872145713106,0.09157218464140734,0.1251495705146446,0.1022076318089799,0.10853800025797417,0.05327576841304122,0.10366691854203057,0.12684817696758593,0.09077315131689546,0.12351714455896395,0.07675890827780187,0.06347694463346515,0.10226600119296735,0.10170286377482199,0.06459194996282432,0.07557793990312252,0.1013522323385134,0.07034342542128583,0.12081741389385886,0.08261012347164239,0.08900053370626493,0.06671191797572605,0.10402746031697593,0.07729193036792391,0.07925239744007748,0.07350115645348718,0.08043669871395767,0.08172673981017473,0.06510005760366114,0.10788504298557794,0.08113579666213921,0.0706178447702845,0.08946754998322018,0.1212863862929389,0.0857074238324779,0.06607889224253083,0.10196146330844807,0.09496379573290023,0.1053048788043555,0.05207189741117564,0.0,0.06856362009112413,0.09556387915943973,0.060365428847975564,0.1076016612325293,0.05982624841990345,0.08477399365371434,0.0777870329810824,0.0903047479371932,0.08876160487508099
NA20899,0.12300550800675554,0.11142942833919592,0.12030517445230691,0.11990497279095642,0.12396562023399876,0.08275184287978124,0.12324844826609382,0.1269667476152713,0.13727942307571078,0.11641416365717704,0.06955345066925148,0.06371769769852015,0.07531122094349553,0.09591779032066991,0.05399330977074845,0.07403181748410613,0.11497808486837828,0.0673438007540412,0.11385723516755533,0.11228531738388596,0.08826872322629346,0.07188042153465714,0.1392917352178513,0.11328802893509976,0.11905330738790922,0.08714830749934276,0.0766559521498494,0.12814317188207883,0.08189600112337599,0.11682919155758974,0.08413049387707171,0.03727395203087539,0.07864734579119628,0.10444624215355955,0.07320454220880013,0.10938480241788619,0.07328088086260973,0.12877913262636925,0.12146312197535514,0.07932190744050473,0.06856362009112413,0.0,0.11584669826973922,0.11728664672502152,0.12103338382446391,0.08261661455179582,0.08491133611008603,0.12541969542300765,0.05505052225002048,0.06190686553202318
HG03931,0.056618283266097004,0.045594325304800815,0.11567944934170458,0.08857139775345085,0.06789585775288504,0.09599470037455193,0.0645383994223594,0.11760612228961552,0.08649985549120877,0.1087445400928249,0.11888714186151503,0.11971542298300583,0.11157748428782573,0.11428278523032243,0.12446512563766607,0.08461217406496538,0.08257305856028345,0.12494063590361625,0.12407385905177608,0.08110282054281466,0.1032082845511929,0.11238976821757396,0.050007349459854404,0.08632684982089871,0.05498836240514896,0.07189963490866974,0.07584887935889363,0.06415654682103768,0.07959588557205705,0.0786799211997572,0.11792161591497971,0.11644984972081329,0.07647187391453147,0.11663741895292436,0.11049001086071085,0.08570828431371147,0.11127185178651428,0.07444748148863063,0.05044960356633142,0.06199207610654768,0.09556387915943973,0.11584669826973922,0.0,0.06417785833135911,0.06907514024596692,0.07554649230771737,0.07598751542194283,0.09516094261828222,0.1183218175147762,0.11103563617145623
HG03598,0.05071358299311931,0.05850993505380091,0.11719242722974894,0.08567677631657251,0.08209575202164848,0.08653005258290324,0.07593625616265264,0.11802044314439766,0.08671346492904086,0.11072331506959139,0.12102208476141865,0.11970098161669351,0.1092728580206448,0.1086564310107782,0.11662513665586849,0.07106342237747912,0.08059334649957153,0.11657663788255346,0.11619967728010262,0.0612694050893266,0.08689384328017721,0.1157625155220808,0.07065058386170635,0.06430241053024373,0.04594749721149129,0.08963474493744042,0.07983072716692488,0.0623947313480874,0.08199835364200918,0.08475078170730933,0.11255046645838479,0.11489050221841665,0.06608730967439967,0.11030491829469799,0.11109809854358445,0.0794428096179887,0.1163341201024016,0.06613040148071081,0.059934026228846,0.07934486435806669,0.060365428847975564,0.11728664672502152,0.06417785833135911,0.0,0.07331309569237955,0.07711961488493053,0.08877485567434058,0.05455517848930567,0.11628255458150204,0.11411717662122561
NA21102,0.08964871722450914,0.07830515627977508,0.08351157105455508,0.0862511159348098,0.05696781986349838,0.10233597852173007,0.05957480591659532,0.08985306060452254,0.10444766632146456,0.07445676597865368,0.12293544037420616,0.12363894006339589,0.09625561022610578,0.09613065327979417,0.11846956360179606,0.0826144811761231,0.08361513020978918,0.10429362396618501,0.09681886438086329,0.11604959069294471,0.10783348274075173,0.09872988402707662,0.08355140633167105,0.06725702565531723,0.0631389737008767,0.08948480317908736,0.09646089881397539,0.08900162919857142,0.09172175314504187,0.04606620236138421,0.09649939118978938,0.1237507878762798,0.08378799138301384,0.08065965534268045,0.08650882902918061,0.0862529274865497,0.08046200966916002,0.08832219426622055,0.08253741575794579,0.09519816174695812,0.1076016612325293,0.12103338382446391,0.06907514024596692,0.07331309569237955,0.0,0.0754031166464623,0.06502922419958584,0.09903182569255198,0.11950423632658383,0.10883133739874742
HG03742,0.09423474677633512,0.07399209417228303,0.1191059087535123,0.09499447352346345,0.08689356995773623,0.06031519294506153,0.0842911175628844,0.12297619688378723,0.09857691159698603,0.1153439530274561,0.08798207203743272,0.06903557054156936,0.09176279202378272,0.11179861358711028,0.07370736055510332,0.07700806775916404,0.0881398179031475,0.08115149413288705,0.11521873762544006,0.09228534553221328,0.08401714110822862,0.06973487291162149,0.10390922721298623,0.10473772004392687,0.07872396394999429,0.06667688879964333,0.058543103778327304,0.09956515454716072,0.0739545468514276,0.09812346814090908,0.08686852134116246,0.07575501633555365,0.07575163364575051,0.11129853997245427,0.08685872149646229,0.0820915799579957,0.08832761459475741,0.09271952329471933,0.08557674917873428,0.05830947607379096,0.05982624841990345,0.08261661455179582,0.07554649230771737,0.07711961488493053,0.0754031166464623,0.0,0.04217579282005259,0.07748937023876243,0.09255637471292832,0.07939962216534786
NA20883,0.09414183448393175,0.07717337623818205,0.11017655149803882,0.08806202359700803,0.08135679135757505,0.08475504409768188,0.08370143367947767,0.12162855339105205,0.10655923235459235,0.11702952618890672,0.08382222259043243,0.08863618053594141,0.09086463833637375,0.11928880919851619,0.08901582724437268,0.0759688752055735,0.0912108820262144,0.10354332426573912,0.11683079645367483,0.09696232515776425,0.08318195417276514,0.08317005170131855,0.09664822812654146,0.11002432685547318,0.07232376856884602,0.06472727400408579,0.06649310114590837,0.10115024715738465,0.07686639382721165,0.0996369283950484,0.10362042511011041,0.08865291873367734,0.07440964319226373,0.11399980263140809,0.1035421894688344,0.0923971996328893,0.0785087256297031,0.10521066961102377,0.08324339313122694,0.07352050734318963,0.08477399365371434,0.08491133611008603,0.07598751542194283,0.08877485567434058,0.06502922419958584,0.04217579282005259,0.0,0.08641083554740112,0.08036028247834871,0.07385101556512273
HG04149,0.04951668910579543,0.0838473911341313,0.1213568910280747,0.09384893446384993,0.08263384597124837,0.08693445807043372,0.0831665497661169,0.12368307281111672,0.07634557943980777,0.12427602343171429,0.13178839099101256,0.12159093305012508,0.1272400389028548,0.11125856146832028,0.1190515854577334,0.08019572931272588,0.08366589807083888,0.13313837726215536,0.12454543347710503,0.0837382976898862,0.10814676370562368,0.12458420846961304,0.06309203594749499,0.07703319089846922,0.0879745133547211,0.10050805937834041,0.0948276067398097,0.06152383684394204,0.09075947608927676,0.1081918088396714,0.12323529324020778,0.1376680700089894,0.0743646253268313,0.12017253221930542,0.12785610075393353,0.08355534094239576,0.11243226849975056,0.06972060312418418,0.06600804875164847,0.07033939152423768,0.0777870329810824,0.12541969542300765,0.09516094261828222,0.05455517848930567,0.09903182569255198,0.07748937023876243,0.08641083554740112,0.0,0.1260130647988533,0.12962694550131157
HG03900,0.12368617546031568,0.11597010390613609,0.12547592398544033,0.11732956788465557,0.12823559373278545,0.08324744740831397,0.1259261291392696,0.12729347980159864,0.10964486992103187,0.11228046357225285,0.08455326723432986,0.06992149168889349,0.08140004606878304,0.09306868431432777,0.07462601758100187,0.07431895787751602,0.12719486035213845,0.09776231380240546,0.11966558611397012,0.10931828529573633,0.08240533963281749,0.09509541261280693,0.13688875045086796,0.11044129662404367,0.1189649843441338,0.09852721705193951,0.07433868441128078,0.13692246893771673,0.09686463492936935,0.11211138434610465,0.09911692590067551,0.055295117325130975,0.07457011800983018,0.10960426542794764,0.0873958236988473,0.11223159091806549,0.0689112472677719,0.11866006067755065,0.12229882460596259,0.09117322797839288,0.0903047479371932,0.05505052225002048,0.1183218175147762,0.11628255458150204,0.11950423632658383,0.09255637471292832,0.08036028247834871,0.1260130647988533,0.0,0.07600320716917149
NA21101,0.12202520231493165,0.10317978241884405,0.076291627981057,0.09959978664635784,0.07800360568589121,0.09413466417850547,0.07526097926548657,0.07665642504056655,0.1311826398575665,0.07909484812552585,0.08981056452333434,0.08384235206624394,0.04594083151184793,0.07278107583706082,0.09262259443569912,0.08124486137596643,0.09078748537105762,0.0732120379445894,0.07601320608946843,0.13375129905911193,0.0904623125948038,0.044772815412926624,0.13310031930840738,0.08699561770572124,0.10936410517166956,0.08888956631686308,0.07444031165974523,0.12675301771555578,0.09800516568018239,0.09327295963997283,0.05669453236424126,0.06953513500382379,0.08855447475989002,0.07554897418231435,0.062138796254835836,0.08499052888410567,0.048270643252395135,0.08808678958845079,0.11227389500680912,0.09689518821902354,0.08876160487508099,0.06190686553202318,0.11103563617145623,0.11411717662122561,0.10883133739874742,0.07939962216534786,0.07385101556512273,0.12962694550131157,0.07600320716917149,0.0
