Sample1,Sample2,HLA-A,HLA-B,HLA-C,HLA-DPA1,HLA-DPB1,HLA-DPB2,HLA-DQA1,HLA-DQB1,HLA-DRB1,HLA-DQA2
NA20348,NA21111,64.0,18.0,15.0,33.0,26.0,34.0,27.0,17.0,0.0,388.0
NA20348,NA21110,42.0,68.0,148.0,10.0,15.0,133.0,40.0,323.0,0.0,28.0
NA20348,HG03009,99.0,83.0,16.0,18.0,35.0,467.0,46.0,323.0,0.0,22.0
NA20348,NA20899,37.0,41.0,144.0,11.0,15.0,35.0,0.0,0.0,39.0,360.0
HG02283,HG02643,42.0,95.0,7.0,307.0,0.0,3.0,2.0,22.0,238.0,31.0
HG02283,HG02485,37.0,25.0,64.0,6.0,0.0,11.0,58.0,22.0,121.0,21.0
HG02283,HG03476,75.0,96.0,6.0,54.0,5.0,13.0,99.0,398.0,0.0,55.0
HG02283,HG02275,5.0,91.0,15.0,25.0,304.0,390.0,53.0,22.0,399.0,0.0
HG02283,HG01366,22.0,25.0,8.0,25.0,8.0,16.0,38.0,28.0,425.0,54.0
HG02283,HG01073,0.0,104.0,68.0,4.0,60.0,9437.0,503.0,8.0,425.0,53.0
HG02283,HG01187,76.0,59.0,61.0,6.0,124.0,559.0,90.0,324.0,445.0,0.0
HG02283,HG01136,14.0,1.0,0.0,1.0,4.0,9.0,2.0,325.0,13.0,0.0
HG02283,HG01058,0.0,100.0,62.0,1.0,35.0,467.0,82.0,324.0,69.0,38.0
HG02283,HG02274,76.0,85.0,41.0,25.0,25.0,22.0,4.0,325.0,103.0,4000.0
HG02283,HG02292,76.0,13.0,1.0,4.0,25.0,522.0,537.0,404.0,49.0,33.0
HG02283,HG01341,52.0,25.0,6.0,6.0,304.0,22.0,3.0,291.0,49.0,4033.0
HG02283,NA19774,77.0,27.0,42.0,4.0,321.0,11.0,68.0,22.0,56.0,3.0
HG02283,HG00583,5.0,71.0,41.0,11.0,313.0,563.0,94.0,324.0,104.0,51.0
HG02283,HG02178,101.0,24.0,14.0,312.0,56.0,101.0,53.0,23.0,400.0,2.0
HG02283,HG02017,96.0,22.0,59.0,313.0,55.0,485.0,45.0,5.0,1554.0,2.0
HG02283,NA18971,5.0,114.0,13.0,312.0,56.0,30.0,84.0,153.0,156.0,0.0
HG02283,HG01597,78.0,103.0,14.0,312.0,128.0,565.0,257.0,325.0,0.0,2.0
HG02283,HG00634,6.0,110.0,14.0,6.0,31.0,584.0,56.0,399.0,256.0,2.0
HG02283,HG00844,78.0,71.0,59.0,312.0,55.0,30.0,42.0,5.0,149.0,2.0
HG02283,NA18980,36.0,76.0,62.0,11.0,54.0,30.0,55.0,325.0,170.0,2.0
HG02283,HG00596,5.0,90.0,1.0,11.0,55.0,28.0,94.0,324.0,105.0,3992.0
HG02283,HG00607,37.0,53.0,62.0,12.0,316.0,563.0,37.0,399.0,322.0,2.0
HG02283,NA20801,75.0,73.0,6.0,24.0,55.0,22.0,58.0,22.0,425.0,40.0
HG02283,HG01776,75.0,114.0,64.0,328.0,31.0,516.0,44.0,5.0,525.0,4004.0
HG02283,HG00325,68.0,10.0,1.0,5.0,32.0,466.0,58.0,22.0,319.0,2.0
HG02283,HG02223,5.0,117.0,14.0,6.0,318.0,464.0,53.0,324.0,93.0,1.0
HG02283,HG00313,96.0,11.0,1.0,5.0,33.0,22.0,58.0,22.0,62.0,3.0
HG02283,HG01506,21.0,24.0,65.0,6.0,304.0,10.0,38.0,399.0,0.0,2.0
HG02283,HG00148,75.0,109.0,61.0,7.0,32.0,467.0,2.0,325.0,21.0,30.0
HG02283,HG02239,37.0,95.0,6.0,4.0,61.0,11.0,90.0,325.0,52.0,53.0
HG02283,HG00338,69.0,10.0,1.0,12.0,320.0,25.0,59.0,22.0,67.0,4009.0
HG02283,HG00255,22.0,105.0,13.0,4.0,303.0,22.0,255.0,367.0,319.0,2.0
HG02283,HG03882,6.0,21.0,57.0,11.0,320.0,563.0,63.0,325.0,0.0,1.0
HG02283,HG04039,67.0,23.0,57.0,4.0,25.0,7.0,62.0,325.0,458.0,0.0
HG02283,HG03904,68.0,22.0,61.0,11.0,302.0,24.0,59.0,22.0,425.0,2446.0
HG02283,NA21099,101.0,24.0,15.0,312.0,55.0,8.0,62.0,399.0,41.0,4006.0
HG02283,HG03941,100.0,10.0,2.0,6.0,15.0,13.0,39.0,6.0,0.0,14.0
HG02283,HG03977,5.0,23.0,1.0,11.0,311.0,563.0,77.0,23.0,43.0,0.0
HG02283,NA21111,52.0,75.0,13.0,24.0,29.0,24.0,3.0,18.0,0.0,27.0
HG02283,NA21110,5.0,12.0,1.0,6.0,321.0,124.0,62.0,325.0,0.0,24.0
HG02283,HG03009,8.0,22.0,14.0,7.0,26.0,467.0,54.0,22.0,0.0,0.0
HG02283,NA20899,22.0,22.0,62.0,12.0,303.0,23.0,503.0,15.0,42.0,5.0
HG02643,HG02485,46.0,84.0,35.0,0.0,0.0,10.0,58.0,0.0,19.0,30.0
HG02643,HG03476,0.0,1.0,1.0,71.0,5.0,2.0,101.0,394.0,10.0,6.0
HG02643,HG02275,63.0,63.0,10.0,76.0,304.0,15.0,8.0,0.0,229.0,32.0
HG02643,HG01366,43.0,77.0,3.0,73.0,8.0,13.0,40.0,361.0,192.0,55.0
HG02643,HG01073,42.0,73.0,35.0,72.0,60.0,13.0,159.0,287.0,176.0,47.0
HG02643,HG01187,33.0,79.0,3.0,25.0,124.0,562.0,159.0,112.0,170.0,34.0
HG02643,HG01136,32.0,93.0,65.0,366.0,75.0,18.0,0.0,391.0,227.0,38.0
HG02643,HG01058,79.0,11.0,3.0,366.0,74.0,467.0,1.0,2.0,238.0,4.0
HG02643,HG02274,64.0,64.0,58.0,223.0,68.0,19.0,8.0,21.0,170.0,34.0
HG02643,HG02292,64.0,79.0,58.0,74.0,68.0,12.0,1.0,2.0,133.0,4.0
HG02643,HG01341,18.0,1.0,1.0,367.0,304.0,19.0,5.0,46.0,170.0,257.0
HG02643,NA19774,33.0,87.0,59.0,367.0,321.0,11.0,1.0,0.0,172.0,5.0
HG02643,HG00583,48.0,79.0,58.0,6.0,313.0,566.0,1.0,3.0,170.0,3.0
HG02643,HG02178,32.0,77.0,9.0,5.0,56.0,105.0,28.0,3.0,191.0,31.0
HG02643,HG02017,6.0,27.0,20.0,6.0,56.0,487.0,1.0,3.0,153.0,33.0
HG02643,NA18971,62.0,90.0,8.0,5.0,57.0,27.0,8.0,20.0,169.0,32.0
HG02643,HG01597,51.0,28.0,9.0,5.0,128.0,109.0,645.0,502.0,32.0,5.0
HG02643,HG00634,32.0,19.0,9.0,331.0,72.0,140.0,9.0,21.0,229.0,35.0
HG02643,HG00844,62.0,92.0,20.0,5.0,56.0,34.0,44.0,27.0,179.0,3933.0
HG02643,NA18980,33.0,79.0,73.0,372.0,63.0,32.0,55.0,411.0,54.0,25621.0
HG02643,HG00596,32.0,67.0,66.0,5.0,56.0,25.0,9.0,20.0,170.0,416.0
HG02643,HG00607,20.0,72.0,73.0,6.0,316.0,566.0,39.0,395.0,35.0,33.0
HG02643,NA20801,63.0,80.0,1.0,6.0,56.0,19.0,58.0,0.0,235.0,48.0
HG02643,HG01776,32.0,2.0,1.0,71.0,55.0,517.0,46.0,21.0,139.0,422.0
HG02643,HG00325,43.0,90.0,66.0,368.0,71.0,18.0,58.0,0.0,233.0,371.0
HG02643,HG02223,96.0,79.0,9.0,367.0,318.0,464.0,55.0,395.0,170.0,8.0
HG02643,HG00313,48.0,83.0,10.0,368.0,72.0,26.0,1.0,0.0,213.0,6.0
HG02643,HG01506,42.0,1.0,0.0,369.0,304.0,12.0,40.0,72.0,30.0,33.0
HG02643,HG00148,32.0,78.0,4.0,368.0,71.0,467.0,2.0,390.0,237.0,5.0
HG02643,HG02239,32.0,0.0,1.0,75.0,61.0,11.0,1.0,3.0,170.0,5.0
HG02643,HG00338,45.0,80.0,4.0,373.0,320.0,27.0,59.0,0.0,235.0,30.0
HG02643,HG00255,43.0,19.0,8.0,369.0,303.0,12.0,160.0,72.0,233.0,32.0
HG02643,HG03882,64.0,86.0,22.0,372.0,320.0,566.0,65.0,411.0,0.0,6.0
HG02643,HG04039,32.0,64.0,7.0,75.0,68.0,9.0,64.0,411.0,143.0,33.0
HG02643,HG03904,33.0,88.0,28.0,372.0,302.0,21.0,59.0,0.0,235.0,36.0
HG02643,NA21099,33.0,80.0,10.0,5.0,56.0,5.0,3.0,2.0,249.0,5.0
HG02643,HG03941,32.0,84.0,36.0,76.0,15.0,10.0,41.0,28.0,0.0,2.0
HG02643,HG03977,96.0,84.0,35.0,372.0,311.0,566.0,1.0,4.0,45.0,33.0
HG02643,NA21111,20.0,73.0,8.0,75.0,70.0,21.0,44.0,359.0,0.0,36.0
HG02643,NA21110,49.0,86.0,21.0,367.0,321.0,127.0,64.0,411.0,18.0,7.0
HG02643,HG03009,93.0,27.0,9.0,74.0,69.0,467.0,56.0,21.0,12.0,32.0
HG02643,NA20899,33.0,82.0,29.0,373.0,303.0,20.0,1.0,6.0,235.0,4.0
HG02485,HG03476,46.0,88.0,37.0,54.0,5.0,10.0,104.0,394.0,0.0,46.0
HG02485,HG02275,88.0,40.0,57.0,25.0,304.0,26.0,15.0,0.0,17.0,17.0
HG02485,HG01366,8.0,91.0,37.0,25.0,8.0,21.0,54.0,361.0,0.0,53.0
HG02485,HG01073,38.0,95.0,37.0,2.0,60.0,9445.0,503.0,287.0,0.0,51.0
HG02485,HG01187,50.0,91.0,32.0,4.0,124.0,213.0,306.0,164.0,20.0,19.0
HG02485,HG01136,43.0,23.0,64.0,5.0,32.0,17.0,58.0,391.0,120.0,26.0
HG02485,HG01058,95.0,96.0,32.0,1.0,3.0,103.0,296.0,70.0,121.0,9.0
HG02485,HG02274,87.0,82.0,57.0,25.0,31.0,27.0,255.0,72.0,15.0,4021.0
HG02485,HG02292,89.0,32.0,57.0,2.0,31.0,174.0,528.0,70.0,172.0,30.0
HG02485,HG01341,70.0,0.0,0.0,4.0,304.0,27.0,254.0,26.0,159.0,4051.0
HG02485,NA19774,50.0,2.0,58.0,1.0,312.0,19.0,17.0,0.0,172.0,18.0
HG02485,HG00583,31.0,70.0,57.0,6.0,313.0,217.0,310.0,71.0,20.0,43.0
HG02485,HG02178,49.0,9.0,58.0,5.0,56.0,101.0,29.0,3.0,0.0,19.0
HG02485,HG02017,32.0,83.0,29.0,6.0,56.0,123.0,57.0,27.0,0.0,23.0
HG02485,NA18971,90.0,85.0,66.0,5.0,57.0,31.0,66.0,71.0,15.0,22.0
HG02485,HG01597,68.0,84.0,162.0,5.0,128.0,219.0,15.0,539.0,0.0,21.0
HG02485,HG00634,49.0,75.0,162.0,2.0,1.0,355.0,74.0,72.0,14.0,21.0
HG02485,HG00844,91.0,70.0,29.0,5.0,56.0,30.0,18.0,27.0,0.0,17.0
HG02485,NA18980,1.0,80.0,66.0,11.0,56.0,28.0,18.0,423.0,163.0,21.0
HG02485,HG00596,49.0,87.0,63.0,5.0,56.0,33.0,310.0,71.0,16.0,4012.0
HG02485,HG00607,6.0,60.0,67.0,6.0,316.0,217.0,55.0,395.0,0.0,21.0
HG02485,NA20801,88.0,71.0,29.0,6.0,56.0,27.0,0.0,0.0,3.0,38.0
HG02485,HG01776,49.0,82.0,0.0,71.0,35.0,169.0,60.0,27.0,0.0,4024.0
HG02485,HG00325,29.0,31.0,65.0,1.0,0.0,102.0,0.0,0.0,170.0,16.0
HG02485,HG02223,98.0,58.0,65.0,4.0,309.0,108.0,62.0,395.0,0.0,25.0
HG02485,HG00313,31.0,32.0,65.0,1.0,1.0,22.0,0.0,0.0,0.0,18.0
HG02485,HG01506,38.0,5.0,35.0,4.0,304.0,18.0,21.0,2.0,19.0,21.0
HG02485,HG00148,49.0,88.0,33.0,3.0,0.0,103.0,58.0,390.0,120.0,24.0
HG02485,HG02239,2.0,87.0,65.0,2.0,61.0,19.0,306.0,71.0,14.0,43.0
HG02485,HG00338,31.0,31.0,33.0,10.0,320.0,23.0,1.0,0.0,122.0,4025.0
HG02485,HG00255,39.0,75.0,37.0,4.0,303.0,27.0,2.0,2.0,19.0,24.0
HG02485,HG03882,93.0,11.0,0.0,11.0,320.0,217.0,40.0,423.0,0.0,16.0
HG02485,HG04039,49.0,10.0,27.0,2.0,31.0,13.0,36.0,423.0,163.0,18.0
HG02485,HG03904,50.0,91.0,33.0,11.0,302.0,29.0,1.0,0.0,0.0,52.0
HG02485,NA21099,50.0,5.0,35.0,5.0,56.0,13.0,72.0,70.0,16.0,4001.0
HG02485,HG03941,49.0,31.0,1.0,4.0,15.0,8.0,55.0,28.0,0.0,11.0
HG02485,HG03977,98.0,43.0,0.0,11.0,311.0,217.0,60.0,22.0,13.0,23.0
HG02485,NA21111,70.0,18.0,58.0,24.0,35.0,27.0,67.0,359.0,0.0,35.0
HG02485,NA21110,42.0,9.0,28.0,4.0,317.0,124.0,72.0,423.0,6.0,18.0
HG02485,HG03009,99.0,83.0,33.0,5.0,32.0,111.0,36.0,21.0,0.0,17.0
HG02485,NA20899,39.0,41.0,4.0,12.0,303.0,28.0,503.0,74.0,32.0,25.0
HG03476,HG02275,0.0,61.0,9.0,5.0,27.0,17.0,106.0,394.0,0.0,36.0
HG03476,HG01366,48.0,78.0,0.0,2.0,5.0,25.0,99.0,6.0,0.0,68.0
HG03476,HG01073,79.0,74.0,0.0,1.0,35.0,15.0,501.0,408.0,40.0,63.0
HG03476,HG01187,1.0,80.0,33.0,54.0,31.0,565.0,506.0,464.0,0.0,40.0
HG03476,HG01136,32.0,94.0,68.0,53.0,27.0,21.0,101.0,42.0,0.0,63.0
HG03476,HG01058,70.0,3.0,34.0,53.0,77.0,16.0,540.0,435.0,0.0,13.0
HG03476,HG02274,1.0,62.0,56.0,71.0,26.0,31.0,430.0,433.0,0.0,4056.0
HG03476,HG02292,1.0,76.0,56.0,3.0,31.0,14.0,540.0,435.0,6.0,3.0
HG03476,HG01341,1.0,2.0,0.0,54.0,27.0,31.0,430.0,406.0,0.0,4089.0
HG03476,NA19774,2.0,88.0,57.0,52.0,34.0,17.0,116.0,394.0,0.0,5.0
HG03476,HG00583,48.0,79.0,56.0,49.0,15.0,569.0,540.0,436.0,0.0,5.0
HG03476,HG02178,32.0,75.0,8.0,2.0,51.0,103.0,93.0,394.0,0.0,53.0
HG03476,HG02017,6.0,89.0,25.0,67.0,61.0,484.0,98.0,403.0,0.0,57.0
HG03476,NA18971,3.0,91.0,7.0,66.0,62.0,33.0,109.0,432.0,22.0,56.0
HG03476,HG01597,3.0,79.0,8.0,66.0,33.0,111.0,415.0,507.0,0.0,22.0
HG03476,HG00634,32.0,117.0,8.0,54.0,75.0,588.0,73.0,432.0,0.0,39.0
HG03476,HG00844,3.0,93.0,25.0,66.0,37.0,32.0,99.0,403.0,0.0,38.0
HG03476,NA18980,33.0,79.0,72.0,49.0,23.0,34.0,72.0,506.0,0.0,40.0
HG03476,HG00596,32.0,65.0,69.0,49.0,10.0,37.0,546.0,432.0,0.0,4048.0
HG03476,HG00607,63.0,73.0,71.0,50.0,14.0,569.0,76.0,6.0,0.0,57.0
HG03476,NA20801,0.0,81.0,0.0,67.0,26.0,31.0,104.0,394.0,24.0,62.0
HG03476,HG01776,0.0,85.0,34.0,2.0,50.0,518.0,101.0,403.0,0.0,4060.0
HG03476,HG00325,29.0,88.0,69.0,53.0,28.0,20.0,104.0,394.0,0.0,37.0
HG03476,HG02223,96.0,79.0,8.0,54.0,25.0,467.0,96.0,6.0,0.0,2.0
HG03476,HG00313,48.0,100.0,9.0,53.0,27.0,26.0,104.0,394.0,0.0,43.0
HG03476,HG01506,2.0,93.0,1.0,54.0,27.0,22.0,99.0,7.0,0.0,57.0
HG03476,HG00148,0.0,78.0,37.0,55.0,26.0,470.0,101.0,41.0,0.0,3.0
HG03476,HG02239,32.0,1.0,0.0,4.0,47.0,23.0,540.0,436.0,0.0,3.0
HG03476,HG00338,31.0,81.0,37.0,50.0,16.0,29.0,1.0,1.0,0.0,4055.0
HG03476,HG00255,1.0,75.0,0.0,54.0,26.0,14.0,507.0,408.0,0.0,62.0
HG03476,HG03882,5.0,87.0,27.0,49.0,14.0,569.0,70.0,507.0,0.0,6.0
HG03476,HG04039,28.0,65.0,27.0,4.0,31.0,19.0,69.0,506.0,0.0,37.0
HG03476,HG03904,29.0,89.0,33.0,49.0,18.0,33.0,105.0,394.0,0.0,2503.0
HG03476,NA21099,33.0,91.0,2.0,5.0,61.0,15.0,69.0,435.0,7.0,3982.0
HG03476,HG03941,32.0,85.0,38.0,5.0,12.0,12.0,79.0,402.0,0.0,12.0
HG03476,HG03977,96.0,85.0,37.0,49.0,23.0,569.0,100.0,400.0,0.0,55.0
HG03476,NA21111,28.0,89.0,7.0,4.0,26.0,31.0,106.0,406.0,0.0,59.0
HG03476,NA21110,80.0,87.0,28.0,49.0,15.0,128.0,69.0,506.0,0.0,7.0
HG03476,HG03009,93.0,89.0,8.0,3.0,35.0,470.0,94.0,399.0,0.0,38.0
HG03476,NA20899,33.0,89.0,34.0,50.0,15.0,32.0,506.0,408.0,25.0,4.0
HG02275,HG01366,80.0,82.0,9.0,0.0,14.0,373.0,39.0,361.0,175.0,35.0
HG02275,HG01073,5.0,92.0,56.0,4.0,44.0,12.0,163.0,287.0,148.0,35.0
HG02275,HG01187,1.0,89.0,53.0,25.0,40.0,212.0,163.0,100.0,208.0,17.0
HG02275,HG01136,81.0,85.0,41.0,1.0,0.0,373.0,53.0,391.0,400.0,0.0
HG02275,HG01058,5.0,58.0,54.0,24.0,88.0,11.0,9.0,19.0,446.0,37.0
HG02275,HG02274,1.0,2.0,0.0,0.0,1.0,70.0,0.0,0.0,57.0,0.0
HG02275,HG02292,1.0,28.0,0.0,2.0,40.0,11.0,9.0,19.0,67.0,0.0
HG02275,HG01341,1.0,64.0,9.0,3.0,0.0,88.0,11.0,57.0,335.0,3.0
HG02275,NA19774,2.0,84.0,1.0,23.0,43.0,387.0,9.0,0.0,156.0,3.0
HG02275,HG00583,0.0,54.0,0.0,30.0,24.0,212.0,9.0,20.0,245.0,0.0
HG02275,HG02178,96.0,20.0,1.0,5.0,306.0,468.0,20.0,1.0,144.0,3.0
HG02275,HG02017,92.0,81.0,49.0,72.0,302.0,129.0,9.0,20.0,173.0,3.0
HG02275,NA18971,0.0,94.0,2.0,71.0,301.0,395.0,0.0,1.0,24.0,0.0
HG02275,HG01597,3.0,54.0,3.0,71.0,50.0,112.0,630.0,497.0,0.0,21.0
HG02275,HG00634,1.0,76.0,3.0,25.0,312.0,135.0,1.0,2.0,556.0,20.0
HG02275,HG00844,3.0,91.0,49.0,71.0,46.0,214.0,43.0,27.0,173.0,2.0
HG02275,NA18980,87.0,54.0,55.0,30.0,16.0,213.0,58.0,405.0,72.0,2.0
HG02275,HG00596,0.0,10.0,40.0,30.0,27.0,212.0,1.0,1.0,25.0,0.0
HG02275,HG00607,63.0,54.0,56.0,31.0,23.0,212.0,40.0,395.0,219.0,3.0
HG02275,NA20801,0.0,80.0,9.0,1.0,1.0,373.0,15.0,0.0,80.0,24.0
HG02275,HG01776,0.0,81.0,57.0,2.0,311.0,163.0,45.0,4.0,173.0,1.0
HG02275,HG00325,29.0,70.0,42.0,2.0,3.0,3.0,15.0,0.0,33.0,2.0
HG02275,HG02223,0.0,19.0,1.0,25.0,40.0,115.0,64.0,395.0,403.0,1.0
HG02275,HG00313,95.0,0.0,2.0,1.0,0.0,112.0,9.0,0.0,71.0,3.0
HG02275,HG01506,2.0,83.0,57.0,2.0,2.0,376.0,39.0,72.0,129.0,3.0
HG02275,HG00148,0.0,55.0,54.0,26.0,51.0,111.0,28.0,390.0,405.0,21.0
HG02275,HG02239,88.0,54.0,9.0,3.0,64.0,22.0,9.0,20.0,243.0,2.0
HG02275,HG00338,31.0,85.0,42.0,1.0,25.0,64.0,16.0,0.0,243.0,3.0
HG02275,HG00255,1.0,76.0,2.0,3.0,1.0,11.0,164.0,72.0,411.0,2.0
HG02275,HG03882,1.0,86.0,51.0,30.0,23.0,212.0,58.0,405.0,0.0,1.0
HG02275,HG04039,28.0,21.0,49.0,3.0,40.0,386.0,57.0,405.0,281.0,6393.0
HG02275,HG03904,29.0,81.0,53.0,2.0,2.0,212.0,16.0,0.0,544.0,0.0
HG02275,NA21099,74.0,5.0,2.0,4.0,302.0,386.0,11.0,19.0,124.0,19.0
HG02275,HG03941,95.0,85.0,43.0,4.0,51.0,144.0,40.0,28.0,0.0,11.0
HG02275,HG03977,0.0,75.0,42.0,30.0,16.0,212.0,9.0,21.0,254.0,0.0
HG02275,NA21111,28.0,54.0,2.0,1.0,1.0,67.0,62.0,359.0,0.0,12.0
HG02275,NA21110,0.0,77.0,42.0,25.0,24.0,213.0,57.0,405.0,6.0,1.0
HG02275,HG03009,3.0,81.0,3.0,2.0,36.0,118.0,33.0,21.0,0.0,22.0
HG02275,NA20899,80.0,3.0,54.0,2.0,1.0,65.0,9.0,23.0,124.0,5.0
HG01366,HG01073,1.0,5.0,0.0,1.0,54.0,9438.0,0.0,1.0,5.0,0.0
HG01366,HG01187,57.0,12.0,33.0,25.0,50.0,562.0,0.0,322.0,263.0,35.0
HG01366,HG01136,25.0,91.0,68.0,1.0,14.0,0.0,40.0,44.0,432.0,47.0
HG01366,HG01058,96.0,83.0,34.0,24.0,74.0,468.0,158.0,322.0,453.0,13.0
HG01366,HG02274,81.0,77.0,56.0,0.0,13.0,0.0,163.0,323.0,175.0,37.0
HG01366,HG02292,81.0,89.0,56.0,3.0,50.0,522.0,158.0,435.0,255.0,3.0
HG01366,HG01341,57.0,78.0,2.0,3.0,14.0,0.0,162.0,396.0,833.0,323.0
HG01366,NA19774,57.0,57.0,57.0,23.0,44.0,12.0,65.0,361.0,303.0,36.0
HG01366,HG00583,38.0,80.0,56.0,30.0,36.0,564.0,158.0,322.0,429.0,47.0
HG01366,HG02178,56.0,85.0,10.0,2.0,50.0,96.0,35.0,360.0,25.0,61.0
HG01366,HG02017,39.0,7.0,25.0,69.0,58.0,488.0,17.0,372.0,84.0,39.0
HG01366,NA18971,82.0,51.0,9.0,68.0,59.0,18.0,76.0,362.0,175.0,54.0
HG01366,HG01597,75.0,80.0,10.0,68.0,60.0,566.0,404.0,323.0,0.0,35.0
HG01366,HG00634,56.0,110.0,10.0,25.0,70.0,580.0,50.0,396.0,175.0,35.0
HG01366,HG00844,83.0,83.0,25.0,68.0,56.0,25.0,14.0,323.0,81.0,34.0
HG01366,NA18980,38.0,80.0,72.0,30.0,28.0,23.0,47.0,323.0,340.0,35.0
HG01366,HG00596,56.0,80.0,69.0,30.0,39.0,16.0,164.0,322.0,175.0,302.0
HG01366,HG00607,37.0,55.0,71.0,31.0,35.0,564.0,3.0,0.0,238.0,63.0
HG01366,NA20801,80.0,13.0,2.0,1.0,13.0,0.0,6.0,7.0,203.0,0.0
HG01366,HG01776,56.0,54.0,34.0,2.0,49.0,517.0,3.0,372.0,173.0,357.0
HG01366,HG00325,36.0,92.0,69.0,2.0,15.0,467.0,54.0,361.0,386.0,37.0
HG01366,HG02223,99.0,80.0,10.0,25.0,50.0,465.0,25.0,0.0,328.0,53.0
HG01366,HG00313,38.0,100.0,11.0,1.0,14.0,7.0,54.0,361.0,716.0,3.0
HG01366,HG01506,1.0,96.0,1.0,2.0,14.0,7.0,0.0,1.0,0.0,40.0
HG01366,HG00148,56.0,12.0,37.0,26.0,61.0,468.0,40.0,43.0,438.0,2.0
HG01366,HG02239,39.0,77.0,2.0,4.0,59.0,12.0,158.0,323.0,425.0,47.0
HG01366,HG00338,38.0,13.0,37.0,1.0,30.0,8.0,55.0,7.0,261.0,33.0
HG01366,HG00255,2.0,5.0,0.0,3.0,13.0,0.0,1.0,398.0,11.0,34.0
HG01366,HG03882,85.0,58.0,27.0,30.0,28.0,564.0,39.0,323.0,0.0,6.0
HG01366,HG04039,56.0,76.0,27.0,4.0,50.0,14.0,40.0,323.0,166.0,35.0
HG01366,HG03904,57.0,7.0,33.0,2.0,14.0,2.0,0.0,361.0,175.0,35.0
HG01366,NA21099,57.0,96.0,2.0,5.0,58.0,12.0,38.0,396.0,192.0,14.0
HG01366,HG03941,56.0,54.0,38.0,5.0,9.0,17.0,1.0,372.0,0.0,22.0
HG01366,HG03977,99.0,54.0,37.0,30.0,28.0,564.0,70.0,361.0,192.0,54.0
HG01366,NA21111,55.0,79.0,9.0,1.0,13.0,2.0,27.0,30.0,0.0,27.0
HG01366,NA21110,24.0,92.0,28.0,25.0,36.0,128.0,38.0,323.0,0.0,7.0
HG01366,HG03009,100.0,7.0,10.0,3.0,46.0,468.0,46.0,323.0,0.0,35.0
HG01366,NA20899,2.0,7.0,34.0,2.0,13.0,1.0,0.0,13.0,18.0,53.0
HG01073,HG01187,80.0,7.0,33.0,2.0,4.0,9982.0,0.0,322.0,125.0,35.0
HG01073,HG01136,24.0,102.0,68.0,3.0,44.0,9435.0,505.0,323.0,432.0,45.0
HG01073,HG01058,0.0,79.0,34.0,1.0,66.0,11.0,158.0,299.0,176.0,44.0
HG01073,HG02274,80.0,84.0,56.0,23.0,43.0,9444.0,163.0,296.0,148.0,4053.0
HG01073,HG02292,80.0,100.0,56.0,0.0,4.0,1.0,158.0,299.0,42.0,49.0
HG01073,HG01341,56.0,74.0,37.0,2.0,4.0,86.0,162.0,6.0,176.0,4067.0
HG01073,NA19774,80.0,54.0,57.0,0.0,7.0,2.0,158.0,287.0,176.0,36.0
HG01073,HG00583,5.0,76.0,56.0,9.0,28.0,9986.0,158.0,300.0,176.0,70.0
HG01073,HG02178,101.0,99.0,56.0,1.0,18.0,9530.0,167.0,286.0,148.0,51.0
HG01073,HG02017,96.0,91.0,25.0,68.0,46.0,9910.0,158.0,298.0,176.0,39.0
HG01073,NA18971,5.0,48.0,72.0,67.0,63.0,9452.0,163.0,288.0,148.0,54.0
HG01073,HG01597,82.0,76.0,159.0,67.0,40.0,104.0,718.0,323.0,0.0,35.0
HG01073,HG00634,6.0,106.0,159.0,2.0,51.0,137.0,164.0,296.0,148.0,35.0
HG01073,HG00844,82.0,86.0,25.0,67.0,36.0,9459.0,500.0,298.0,251.0,33.0
HG01073,NA18980,37.0,76.0,72.0,9.0,36.0,9457.0,499.0,323.0,412.0,35.0
HG01073,HG00596,5.0,76.0,69.0,9.0,31.0,9450.0,164.0,296.0,148.0,4045.0
HG01073,HG00607,36.0,76.0,71.0,10.0,27.0,9986.0,496.0,396.0,150.0,55.0
HG01073,NA20801,79.0,8.0,37.0,22.0,43.0,9444.0,6.0,5.0,105.0,0.0
HG01073,HG01776,79.0,51.0,34.0,1.0,11.0,9939.0,3.0,293.0,150.0,4057.0
HG01073,HG00325,68.0,96.0,69.0,1.0,45.0,15.0,503.0,287.0,153.0,36.0
HG01073,HG02223,5.0,76.0,71.0,2.0,4.0,9885.0,501.0,322.0,150.0,53.0
HG01073,HG00313,96.0,105.0,69.0,1.0,44.0,9451.0,158.0,287.0,153.0,36.0
HG01073,HG01506,0.0,110.0,1.0,2.0,9.0,9427.0,497.0,309.0,0.0,40.0
HG01073,HG00148,79.0,7.0,37.0,3.0,15.0,9890.0,163.0,323.0,176.0,39.0
HG01073,HG02239,38.0,73.0,71.0,0.0,28.0,22.0,158.0,300.0,176.0,61.0
HG01073,HG00338,70.0,8.0,37.0,10.0,29.0,9452.0,504.0,287.0,150.0,4058.0
HG01073,HG00255,1.0,0.0,0.0,2.0,4.0,1.0,1.0,0.0,164.0,26.0
HG01073,HG03882,6.0,55.0,27.0,9.0,27.0,9986.0,501.0,323.0,0.0,25.0
HG01073,HG04039,67.0,83.0,27.0,0.0,4.0,9433.0,502.0,323.0,147.0,35.0
HG01073,HG03904,68.0,55.0,33.0,9.0,31.0,9446.0,0.0,259.0,153.0,35.0
